question_id,question,model_answer,ground_truth,confidence,cosine_sim
5ab3b0bf5542992ade7c6e39,What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,,1999,0.6155773997306824,0.41569459438323975
5ab56e32554299637185c594,Are Random House Tower and 888 7th Avenue both used for real estate?,,no,0.16540734469890594,0.48858949542045593
5ab6d09255429954757d337d,The football manager who recruited David Beckham managed Manchester United during what timeframe?,,from 1986 to 2013,0.3487406075000763,0.19414734840393066
5a75e05c55429976ec32bc5f,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,,"9,984",0.5766118764877319,-0.03786560520529747
5ab3e45655429976abd1bcd4,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?, north atlantic conference,the North Atlantic Conference,0.5266942381858826,0.9770557880401611
5ab29c24554299449642c932,Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,,yes,0.7212405204772949,0.5086907744407654
5ae0d4c9554299603e418468,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?, nixon administration,1969 until 1974,0.1716802716255188,0.4096194803714752
5a8133725542995ce29dcbdb,"Which writer was from England, Henry Roth or Robert Erskine Childers?",,Robert Erskine Childers DSC,0.5827440023422241,0.10848838090896606
5ae7a8175542993210983ed8,Which other Mexican Formula One race car driver has held the podium besides the Force India driver born in 1990?, sergio perez,Pedro Rodríguez,0.5388277173042297,0.622414231300354
5ae6050f55429929b0807a5e,This singer of A Rather Blustery Day also voiced what hedgehog?,,Sonic,0.9186481237411499,0.3587264120578766
5adddccd5542997dc7907069,"Aside from the Apple Remote, what other device can control the program Apple Remote was originally designed to interact with?", isight imac g5,keyboard function keys,0.09427005797624588,0.13581089675426483
5ae2070a5542994d89d5b313,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",,Badly Drawn Boy,0.13699300587177277,0.21069562435150146
5ae22b8d554299234fd0440f,What was the father of Kasper Schmeichel voted to be by the IFFHS in 1992?,,World's Best Goalkeeper,0.6524994373321533,0.07815338671207428
5a722b8655429971e9dc9329,Who was the writer of These Boots Are Made for Walkin' and who died in 2007?,,Barton Lee Hazlewood,0.9092360734939575,0.15361636877059937
5adf37a95542995ec70e8f97,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",,1838,0.7073407173156738,0.3609471917152405
5abd259d55429924427fcf1a,"Are both Dictyosperma, and Huernia described as a genus?"," the genus is considered close to the genera "" stapelia "" and "" hoodia "".",yes,0.09191948175430298,0.01828201301395893
5a828c8355429966c78a6a50,Kaiser Ventures corporation was founded by an American industrialist who became known as the father of modern American shipbuilding?,,Henry J. Kaiser,0.23034335672855377,0.15640942752361298
5a8a3e745542996c9b8d5e70,"What is the name for the adventure in ""Tunnels and Trolls"", a game designed by Ken St. Andre?",,Arena of Khazan,0.3168376386165619,0.22216437757015228
5ac23ff0554299636651994d,"When was Poison's album ""Shut Up, Make Love"" released?", 2000,2000,0.591876208782196,1.000000238418579
5ae4a3265542995ad6573de5,"Hayden is a singer-songwriter from Canada, but where does Buck-Tick hail from?", thornhill,"Fujioka, Gunma",0.5777449011802673,0.0803273618221283
5ae0361155429925eb1afc2c,Which  French ace pilot and adventurer fly L'Oiseau Blanc,,Charles Eugène,0.5473749041557312,0.26054084300994873
5abc0a5d5542993f40c73c64,Are Freakonomics and In the Realm of the Hackers both American documentaries?,,no,0.7861424088478088,0.48858949542045593
5a7cc50e554299452d57ba3e,"Which band, Letters to Cleo or Screaming Trees, had more members?",,Letters to Cleo,0.5469700694084167,0.2423478662967682
5abf63f15542997ec76fd3ea,Alexander Kerensky was defeated and destroyed by the Bolsheviks in the course of a civil war that ended when ?, persecution,October 1922,0.4348137378692627,0.14308159053325653
5a8ef2a75542995a26add583,Seven Brief Lessons on Physics was written by an Italian physicist that has worked in France since what year?, 2000,2000,0.5160601735115051,1.000000238418579
5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",,World War II,0.371739000082016,0.23621660470962524
5ab51dae5542991779162d82,Are both Elko Regional Airport and Gerald R. Ford International Airport located in Michigan?,,no,0.7551937103271484,0.48858949542045593
5a7571135542992d0ec05f98,Ralph Hefferline was a psychology professor at a university that is located in what city?, columbia,New York City,0.23982392251491547,0.47664764523506165
5a7a0e1e5542990783324e1a,Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,,Scotch Collie,0.6428816318511963,0.2214047908782959
5a74106b55429979e288289e,Where is the company that Sachin Warrier worked for as a software engineer headquartered? , tata consultancy services in kochi,Mumbai,0.21344506740570068,0.3979116678237915
5a79311755429970f5fffe67,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",,1962,0.2375553697347641,0.38929685950279236
5ab2d3df554299194fa9352c,The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia?, gold medal of military valor,sovereignty,0.18219895660877228,0.149610698223114
5a760ab65542994ccc918697,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?, nelson rockefeller,Nelson Rockefeller,0.3657422959804535,1.0
5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",,Yellowcraig,0.3648245334625244,0.27005133032798767
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?, phil spector,Phil Spector,0.30642804503440857,1.0
5add61d65542995b365fab21,What type of forum did a former Soviet statesman initiate?,,Organizations could come together to address global issues,0.7698876261711121,0.13298174738883972
5a8e068b5542995085b37384,Are Ferocactus and Silene both types of plant?,,yes,0.09350837022066116,0.5086907744407654
5abbf698554299114383a0b5,Which British first-generation jet-powered medium bomber was used in the South West Pacific theatre of World War II?, english electric canberra,English Electric Canberra,0.36937350034713745,1.0000001192092896
5a8e1027554299653c1aa15f,Which year and which conference was the 14th season for this conference as part of the NCAA Division that the Colorado Buffaloes played in with a record of 2-6 in conference play?, 2009,2009 Big 12 Conference,0.08426105231046677,0.5184067487716675
5ab84bf555429916710eb01f,In 1991 Euromarché was bought by a chain that operated how any hypermarkets at the end of 2016?,,"1,462",0.32170262932777405,-0.07179823517799377
5a77724455429972597f153e,What race track in the midwest hosts a 500 mile race eavery May?,,Indianapolis Motor Speedway,0.978567898273468,0.21542128920555115
5a87c13f5542996e4f30890c,"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?", rome,Rome,0.28305256366729736,1.0
5ab96ab755429970cfb8eacd,"Ellie Goulding worked with what other writers on her third studio album, Delirium?","Ellie Goulding worked with what other writers on her third studio album, Delirium?delirium ( ellie goulding album ) delirium is the third studio album by english singer and songwriter ellie goulding, released on 6 november 2015 by polydor records. music critics were generally impressed by the overall production of the record, although they were ambivalent in regards to its originality. it debuted at number three on the uk albums chart and the us "" billboard "" 200, earning goulding her highest - charting record in the latter country and her highest first - week sales figures in both territories. the album spawned three singles : "" on my mind "", "" army "" and "" something in the way you move "". delirium world tour the delirium world tour is the third headlining concert tour by british singer and songwriter ellie goulding to promote her third studio album, "" delirium "" ( 2015 ). the tour consists of 4 legs, european, north american, summer festivals and oceanic. including 89 dates, 88 cities, the tour commenced on 21 january 2016, at barclaycard arena in hamburg, germany and concluded on 12 may 2017, at olm souissi in rabat, morocco as a part of the mawazine festival. list of songs recorded by ellie goulding english singer and songwriter ellie goulding has recorded songs for three studio albums and guest features. after signing a contract with record label polydor records in july 2009, goulding began to work on her debut studio album, "" lights "", which was ultimately released in february 2010. the first single released from the album was "" under the sheets "", which goulding wrote in collaboration with starsmith","Max Martin, Savan Kotecha and Ilya Salmanzadeh",0.11675692349672318,0.030472973361611366
5a8a43eb5542996c9b8d5e82,Which Australian city founded in 1838 contains a boarding school opened by a Prime Minister of Australia and named after a school in London of the same name.,,"Marion, South Australia",0.9221693873405457,0.19372759759426117
5ae73acb5542991e8301cc07,D1NZ is a series based on what oversteering technique?,,Drifting,0.7801419496536255,0.3196642994880676
5a7320565542991f9a20c61d,who is younger Keith Bostic or Jerry Glanville ?,,Keith Bostic,0.35781487822532654,0.23448191583156586
5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?",,"35,124",0.4376439154148102,-0.006564474664628506
5adc53f75542996e6852530a,Are both Cypress and Ajuga genera?,,no,0.09278807044029236,0.48858949542045593
5a8b20335542996c9b8d5fb3,What distinction is held by the former NBA player who was a member of the Charlotte Hornets during their 1992-93 season and was head coach for the WNBA team Charlotte Sting?,,shortest player ever to play in the National Basketball Association,0.6765775084495544,0.04649403691291809
5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,,Ronald Shusett,0.8012645840644836,0.2413725107908249
5a7be2595542997c3ec972ac,"Who was born earlier, Emma Bull or Virginia Woolf?",,Adeline Virginia Woolf,0.2255038619041443,0.2040814459323883
5a77152355429966f1a36c2e,What was the Roud Folk Song Index of the nursery rhyme inspiring What Are Little Girls Made Of?,,821,0.7451245188713074,0.07797703146934509
5a8f4c8d554299458435d5a3,Scott Parkin has been a vocal critic of Exxonmobil and another corporation that has operations in how many countries ?,,more than 70 countries,0.41345199942588806,0.11050832271575928
5a80840f554299485f59863b,What WB supernatrual drama series was Jawbreaker star Rose Mcgowan best known for being in?,,Charmed,0.9593997001647949,0.3469710946083069
5a8361b65542992ef85e22a0,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?, australian national boxing hall of fame,International Boxing Hall of Fame,0.26639094948768616,0.8439345359802246
5ae7ba7a5542993210983f12,"What is the name of the singer who's song was released as the lead single from the album ""Confessions"", and that had popular song stuck behind for eight consecutive weeks?", usher,Usher,0.3219316601753235,1.0
5ac2acff55429921a00ab02b,who is the younger brother of The episode guest stars of The Hard Easy , thomas middleditch,Bill Murray,0.3613685369491577,0.27957087755203247
5aba7cfe554299232ef4a2fd,The 2017–18 Wigan Athletic F.C. season will be a year in which the team competes in the league cup known as what for sponsorship reasons?,,Carabao Cup,0.6844119429588318,0.23072603344917297
5ae5aba0554299546bf82f17,"Which of Tara Strong major voice role in animated series is an American animated television series based on the DC Comics fictional superhero team, the ""Teen Titans""?",,Teen Titans Go!,0.0486571341753006,0.23552066087722778
5ae1f4cb554299234fd0436d,What is the inhabitant of the city where  122nd SS-Standarte was formed in2014,,"276,170 inhabitants",0.3701622784137726,0.014013252221047878
5ae7e1fc55429952e35ea9cc,What color clothing do people of the Netherlands wear during Oranjegekte or to celebrate the national holiday Koningsdag? , orange,orange,0.5580501556396484,1.0
5ae37c765542992f92d822d4,"What was the name of the 1996 loose adaptation of William Shakespeare's ""Romeo & Juliet"" written by James Gunn?",,Tromeo and Juliet,0.7956734299659729,0.13408444821834564
5ae33c4d5542992f92d82262,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,,William Jefferson Clinton,0.5558136701583862,0.25089243054389954
5a77cb335542997042120b3a,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?," john john florence john "" john "" alexander florence",John John Florence,0.20157119631767273,0.9392797946929932
5a8979f4554299669944a52e,What is the middle name of the actress who plays Bobbi Bacha in Suburban Madness?, sela ward,Ann,0.8935468792915344,0.378747820854187
5a713ea95542994082a3e6e4,Alvaro Mexia had a diplomatic mission with which tribe of indigenous people?,,Apalachees,0.6386687159538269,0.22116774320602417
5a78bd9b554299078472774a,What nationality were social anthropologists Alfred Gell and Edmund Leach?,,British,0.2795773148536682,0.40368661284446716
5a7625e8554299109176e66a,In which year was the King who made the 1925 Birthday Honours born?,,1865,0.39489051699638367,0.3347368836402893
5ae2dd2055429928c423950d,"What is the county seat of the county where East Lempster, New Hampshire is located?",,Newport,0.20841974020004272,0.33298754692077637
5abdf12255429976d4830a2f,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,,Bob Seger,0.7766602635383606,0.24218161404132843
5a88658955429938390d3f47,Rostker v. Goldberg held that the practice of what way of filling armed forces vacancies was consitutional?,,Conscription,0.6587326526641846,0.1911311149597168
5a86ebac55429960ec39b6d6,"Handi-Snacks are a snack food product line sold by what American multinational confectionery, food, and beverage company that is based in Illinois?", mondelez international,"Mondelez International, Inc.",0.6849750280380249,0.9214438796043396
5aba5d2e55429901930fa799,"What was the name of a woman from the book titled ""Their Lives: The Women Targeted by the Clinton Machine "" and was also a former white house intern?",monica lewinsky monica samille lewinsky,Monica Lewinsky,0.1929885745048523,0.900088369846344
5ae5736e5542990ba0bbb2b3,"When was the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump born?"," april 1, 1949","April 1, 1949",0.9137086868286133,1.0
5ae005b555429942ec259bec,"In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published?", 2004,1866,0.2126910537481308,0.41259005665779114
5a7759fc5542993569682d60,Where are Teide National Park and Garajonay National Park located?, tenerife,"Canary Islands, Spain",0.12794576585292816,0.4349333643913269
5a835478554299123d8c20ed,How many copies of Roald Dahl's variation on a popular anecdote sold?,,250 million,0.6826902031898499,0.22643978893756866
5aba749055429901930fa7d8,What occupation do Chris Menges and Aram Avakian share?,,director,0.8220627307891846,0.269697904586792
5abfb3425542990832d3a1c0,Andrew Jaspan was the co-founder of what not-for-profit media outlet?, the conversation,The Conversation,0.6196261644363403,1.0
5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,john waters,John Waters,0.17160968482494354,1.0000001192092896
5ae53b545542990ba0bbb23c,Where does the hotel and casino located in which Bill Cosby's third album was recorded?," las vegas, nevada",Las Vegas Strip in Paradise,0.09211993962526321,0.6489145755767822
5ae224da554299234fd043ee,Do the drinks Gibson and Zurracapote both contain gin?, gin and vermouth,no,0.1981307715177536,0.10858070105314255
5ae2b770554299495565db0f,"In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held? ",,March and April,0.23714853823184967,0.2431376874446869
5a80b3a9554299485f5986cc,Tysons Galleria is located in what county?,,Fairfax County,0.24640335142612457,0.2699222266674042
5a8e0a005542995085b373a1,Bordan Tkachuk was the CEO of a company that provides what sort of products?,,IT products and services,0.7762227654457092,0.16253237426280975
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",,Levni Yilmaz,0.15708842873573303,0.2237788736820221
5adccd795542990d50227d2c,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,,Beijing,0.9177553653717041,0.3213671147823334
5a84c4135542994c784dda31,Are Yingkou and Fuding the same level of city?, prefecture - level,no,0.08775985985994339,0.03422779589891434
5a85eed75542996432c5713b,Where did the descendants of the group of black Indians associated with the Seminole people settle?, florida and oklahoma,"Coahuila, Mexico",0.20022158324718475,0.3996082544326782
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,,Larnelle Harris,0.6267076134681702,0.17550654709339142
5ae738f75542991bbc9761c4,What year was the brother of this first round draft pick by the Washington Redskins drafted?, 1999,2003,0.8782994747161865,0.8228306770324707
5ac32b565542995ef918c154,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,,North Avenue at Techwood Drive,0.08845973014831543,0.13376620411872864
5abc8d75554299700f9d7900,"Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence?", leo varadkar,Leo Varadkar,0.6074593663215637,1.0000001192092896
5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?, gosta pruzelius,George Raft,0.16249310970306396,0.24105212092399597
5ab659e355429954757d324e,hree Men on a Horse is a play by a playwright born in which year ?,,1887,0.6352745890617371,0.4058046340942383
5a8b8b3155429949d91db5d7,What type of activity does Owner earnings and Warren Buffett have in common?,,business,0.6728622913360596,0.41055217385292053
5ae7eaf65542994a481bbe1d,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? , 7 october 1978,7 October 1978,0.38555654883384705,1.0
5a8c4c625542995e66a475a1,"Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named?",,B-17 Flying Fortress bomber,0.520960807800293,0.04929712414741516
5a818387554299260e20a291,"Based on a True Story... is an album by which country music star, with the single My Eyes?", blake shelton,Blake Shelton,0.27768534421920776,1.0
5ab978855542996be2020512,"Over how many centuries were the ""dwelling place of the dead"" built?", three,three centuries,0.3146686553955078,0.49866968393325806
5ae63dad55429929b0807afe,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",,7 January 1936,0.7063306570053101,0.15437129139900208
5a7a455c5542994f819ef1a7,"Who died first, George Archainbaud or Ralph Murphy?",,George Archainbaud,0.27559658885002136,0.2274295687675476
5a7dcc775542990b8f503ab5,Which component of shellite has the formula (ON)CHOH?,,picric acid,0.9220163822174072,0.21064810454845428
5a887bc0554299206df2b2b6,The Argentine PGA Championship record holder has won how many tournaments worldwide?,,230,0.485473096370697,0.2646738886833191
5a83880e554299123d8c214e,Suicide's 1977 released album features a song based on what brand's comic character?,,Marvel,0.5681676864624023,0.36397260427474976
5a879adb5542996e4f30887f,What other political position did the person who introduced the DISCLOSE Act hold?,,United States Senator,0.6377797722816467,0.17827683687210083
5add11935542994734353827,Were the bands Skin Yard and Ostava from the U.S.?,,no,0.578278660774231,0.48858949542045593
5a8c5569554299240d9c2126,Are Daryl Hall and Gerry Marsden both musicians?,,yes,0.17730915546417236,0.5086907744407654
5a75f0ea5542994ccc91866c,What major truck road is located in Backford Cross?,,The A41,0.7138988375663757,0.1619090437889099
5a89f5815542993b751ca9c5,In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie?, princess jessica,Princess Jessica,0.48863497376441956,1.0
5a8d5fc6554299585d9e37c6,"What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate?",,The Spiderwick Chronicles,0.41028037667274475,0.1358087658882141
5ac120c55542992a796dedfc,Maxeda has been owned since 2004 by which American multinational equity firm?,,KKR & Co,0.2959293723106384,0.2584834396839142
5ab7c1a955429928e1fe38c8,The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film?, bottom of the world,The Bye Bye Man,0.32493704557418823,0.2961486279964447
5abd01205542992ac4f3819b,Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river?,,Richmond,0.46647581458091736,0.34893956780433655
5ab69c25554299110f219a39,"Which American audio engineer and clandestine chemist, who was a key figure in the San Francisco Bay Area hippie movement during the 1960s recorded the album ""Old and in the Way?""",owsley stanley owsley stanley,Owsley Stanley,0.6351625323295593,0.9491311311721802
5a7b12a355429927d897bf2a,When was the palace founded at which Columba de Dunbar died in 1435?,,the late 12th Century,0.27273815870285034,0.16883090138435364
5ae0006755429925eb1afbd3,"Where is the Bubblegum Alley, that is similar to Gum Wall, located in California?", san luis obispo,"San Luis Obispo, California",0.7927179336547852,0.889835000038147
5ae305df5542992decbdcdc3,"At what venue was the January 2, 2012 game featured the University of Louisville team?",,Mercedes-Benz Superdome,0.798323392868042,0.20927035808563232
5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?"," gimme shelter "". gimme shelter",LaLee's Kin: The Legacy of Cotton,0.04787508770823479,0.13646896183490753
5a7332935542991f9a20c67d,"Which board game was published most recently, Pirate's Cove or Catan?",,Pirate's Cove,0.6306254267692566,0.1862465888261795
5a80071f5542992bc0c4a684,Alice David is the voice of Lara Croft in a video game developed by which company ?,"Alice David is the voice of Lara Croft in a video game developed by which company ?alice david alice david ( born 22 march 1987 ) is a french actress, known for the television series "" bref "" ( 2011 ) and the film "" babysitting "" ( 2014 ). she is the voice of the french dub of lara croft in the video game "" tomb raider "". lara croft lara croft is a fictional character and the main protagonist of the square enix",Crystal Dynamics,0.11394000798463821,-0.05484383553266525
5ae73c065542991e8301cc18,"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?",,"""The Marshall Mathers LP 2""",0.2209644466638565,0.10212314873933792
5a87d8215542994775f60800,"This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film? ",,Suicide Squad,0.5762344002723694,0.27872133255004883
5ac2ffbd554299677310267b,SuperMansion starred the actress who had a recurring role as whom on Workaholics?, jillian belk,Jillian Belk,0.9008414149284363,1.0000001192092896
5a7c960655429935c91b5244,"The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas?",,Texas Tech University,0.7865728139877319,0.18317924439907074
5a7d61775542991319bc93b9,"During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?",,Lord Combermere,0.9815090894699097,0.20603236556053162
5ac1c6805542994ab5c67e11,For what type of work is the production company for The Year Without a Santa Claus best known?,,"seasonal television specials, particularly its work in stop motion animation",0.16159886121749878,0.14510035514831543
5a7a230e5542996a35c170ee,"What year was the film that starred the composer for ""The Naked Brothers Band""?",,2014,0.4423992931842804,0.4178946614265442
5ae4627d5542991a06ce9a4d,The author of Sexual Politics attended which British University?,,Oxford,0.9155190587043762,0.28827330470085144
5ac2d1d755429921a00ab053,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?", 51,Roberta Vinci,0.34290340542793274,0.21947553753852844
5ab4e3065542990594ba9cb4,Both Truth in Science and Discovery embrace what campaign?,,"""Teach the Controversy"" campaign",0.49887776374816895,0.21128040552139282
5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",,Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.,0.8343296051025391,0.048841625452041626
5ab6a2be554299710c8d1f08,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,,Nebo Zovyot,0.832187831401825,0.21833087503910065
5a738d27554299623ed4abf3,"Who was born first, Erika Jayne or Marco Da Silva",,Erika Jayne,0.19003243744373322,0.21840143203735352
5ab2a186554299295394677b,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",,2009,0.6997760534286499,0.41175609827041626
5a8704f8554299211dda2ba4,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,,Kingdom of the Isles,0.2612402141094208,0.17266832292079926
5ab5ed505542997d4ad1f255,"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?", the beatles,The Beatles,0.6988900303840637,1.0
5a77c1505542997042120b1b,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?"," chattahoochee "", "" she ' s got the rhythm ( and i got the blues ) "", "" tonight i climbed the wall "", "" ( who says ) you can ' t have it all "" and "" mercury blues "". "" chattahoochee "" and "" she ' s got the rhythm "" were both number one hits on the hot country songs charts, while the other three songs all reached top five. chattahoochee","""We'll Burn That Bridge""",0.1354173868894577,0.11889593303203583
5a88d745554299206df2b378,What occupation was shared by David Yates and Pietro Germi?,,director,0.5413795709609985,0.269697904586792
5ae748d1554299572ea547b0,"Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?", 1901,1901,0.5159367918968201,1.0
5a7a8a9c554299042af8f666,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,,Argand lamp,0.15020842850208282,0.2333906590938568
5adffe7155429906c02daa9e,"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?", seven,seven,0.6343032717704773,1.0000001192092896
5ab642845542995eadeeff8e,Are Broughtonia and Laeliocattleya both orchids?,,yes,0.25129392743110657,0.5086907744407654
5a906a685542990a9849362e,Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,,Brazil,0.318144828081131,0.3077716529369354
5a7633ad5542992db9473741,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?", seven days battles the seven days battles,The Seven Days Battles,0.04821472987532616,0.9620954394340515
5a74ce9655429974ef308c6c,"What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?",,Lush Ltd.,0.1547384411096573,0.23637723922729492
5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,,Manchester United,0.9061252474784851,0.2956591844558716
5ab341f755429969a97a8114,"The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year?",,1989,0.7802486419677734,0.39254316687583923
5a8325b35542990548d0b18f,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?", bronwyn bishop,Kathryn Jean Martin,0.2915929853916168,0.44465529918670654
5ab9374b554299131ca422c6,"Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930?",,Frank Lowy,0.9809790253639221,0.30240774154663086
5ae52c0f5542992663a4f12e,What major city is the Faith Lutheran Middle School and High School located by?, summerlin,Las Vegas,0.1756235808134079,0.20781725645065308
5adbfbd555429947ff173893,What British singer-songwriter hosted the 16th Annual Young Hollywood Awards?, kelly osbourne,Kelly Lee Osbourne,0.6545288562774658,0.9465439319610596
5ab7f0015542992aa3b8c88b,Who did the Star and Dagger bass player marry?,,Sean Yseult.,0.9371505975723267,0.18767006695270538
5ac547525542993e66e822a3,"In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on?",,Prescription Drug User Fee Act,0.4845861792564392,0.1166660413146019
5a7cbf8c554299452d57b9f4,"Which came out first, Dinosaur or McFarland, USA",,Dinosaur,0.7400755286216736,0.3504163920879364
